,title,release_year,locations,Input Name,Best Guess,Unnamed: 0,index,eas_baseid,address,address_number,street_name,street_type,zip_code,cnn,longitude,latitude,point,supdist,supdistpad,numbertext,nhood,data_as_of,data_loaded_at,address_number_suffix,complete_landmark_name,release_decade
548,Sweet November,2001,"foote, cone & belding (733 front street at pacific)","foote, cone & belding (733 front street at pacific)",323 pacific ave,129501.0,4501.0,279201.0,323 pacific ave,323.0,pacific,ave,94111.0,10119000.0,-122.40133834,37.79740044,"{'type': 'Point', 'coordinates': [-122.401338341, 37.79740044]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Chinatown,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,2000
549,Nash Bridges,2021,"barbary coast, 952 mission street","barbary coast, 952 mission street",4995 a mission st,168003.0,3003.0,473111.0,4995 a mission st,4995.0,mission,st,94112.0,9174101.0,-122.43915577,37.71847967,"{'type': 'Point', 'coordinates': [-122.43915577, 37.718479666]}",SUPERVISORIAL DISTRICT 11,11.0,ELEVEN,Excelsior,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2020
550,The Enforcer,1976,city hall,city hall,Empty,,,,,,,,,,,,,,,,nan,,,,,1970
551,D.O.A,1950,the embarcadero/ ferry building,the embarcadero/ ferry building,0 the embarcadero,21.0,21.0,481023.0,0 the embarcadero,0.0,embarcadero,,94105.0,12549201.0,-122.38636372,37.78812404,"{'type': 'Point', 'coordinates': [-122.386363719, 37.78812404]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,1950
552,Pushing Dead,2016,5th ave @ fulton street in golden gate park,5th ave @ fulton street in golden gate park,35 golden gate ave,139814.0,4814.0,504218.0,35 golden gate ave,35.0,golden gate,ave,94102.0,6259000.0,-122.41125013,37.78205104,"{'type': 'Point', 'coordinates': [-122.411250124, 37.782051037]}",SUPERVISORIAL DISTRICT 5,5.0,FIVE,Tenderloin,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,,,2010
553,Hereafter,2010,hobart building (582 market street),hobart building (582 market street),2352 a market st,94445.0,4445.0,492034.0,2352 a market st,2352.0,market,st,94114.0,8767201.0,-122.43451918,37.76355273,"{'type': 'Point', 'coordinates': [-122.434519175, 37.763552732]}",SUPERVISORIAL DISTRICT 8,8.0,EIGHT,Castro/Upper Market,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2010
554,Terminator - Genisys,2015,market st. at embarcadero area,market st. at embarcadero area,0 the embarcadero,21.0,21.0,481023.0,0 the embarcadero,0.0,embarcadero,,94105.0,12549201.0,-122.38636372,37.78812404,"{'type': 'Point', 'coordinates': [-122.386363719, 37.78812404]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2010
555,The Presidio,1988,ferry building,ferry building,Empty,,,,,,,,,,,,,,,,nan,,,,,1980
556,Super Pumped: The Battle for Uber,2022,hyde street at union plaza,hyde street at union plaza,312 a union st,126078.0,1078.0,491361.0,312 a union st,312.0,union,st,94133.0,12837000.0,-122.40477731,37.80111419,"{'type': 'Point', 'coordinates': [-122.404777311, 37.801114195]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,North Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2020
557,Burglar,1987,1400 18th street,1400 18th street,1400 18th st,31827.0,1827.0,367133.0,1400 18th st,1400.0,18th,st,94107.0,856000.0,-122.39684879,37.76268352,"{'type': 'Point', 'coordinates': [-122.396848788, 37.762683523]}",SUPERVISORIAL DISTRICT 10,10.0,TEN,Potrero Hill,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,,1980
558,Time After Time,1979,merchant exchange (465 california street at leidesdorff),merchant exchange (465 california street at leidesdorff),6465 a california st,190364.0,364.0,422124.0,6465 a california st,6465.0,california,st,94121.0,3603000.0,-122.48685673,37.78355207,"{'type': 'Point', 'coordinates': [-122.486856727, 37.783552074]}",SUPERVISORIAL DISTRICT 1,1.0,ONE,Outer Richmond,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,A,,1970
559,Chance- Season 1 ep106,2016,montgomery between pacific and broadway,montgomery between pacific and broadway,845 a montgomery st,213033.0,3033.0,473820.0,845 a montgomery st,845.0,montgomery,st,94133.0,9308000.0,-122.40390055,37.79691392,"{'type': 'Point', 'coordinates': [-122.403900552, 37.796913923]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Chinatown,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2010
560,Ant-Man,2015,california between kearney and davis,california between kearney and davis,2731 b california st,112858.0,2858.0,489949.0,2731 b california st,2731.0,california,st,94115.0,3561000.0,-122.43986357,37.78797717,"{'type': 'Point', 'coordinates': [-122.439863571, 37.787977176]}",SUPERVISORIAL DISTRICT 2,2.0,TWO,Pacific Heights,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,B,,2010
561,Chance Season 2,2017,california between mason and taylor st,california between mason and taylor st,2731 b california st,112858.0,2858.0,489949.0,2731 b california st,2731.0,california,st,94115.0,3561000.0,-122.43986357,37.78797717,"{'type': 'Point', 'coordinates': [-122.439863571, 37.787977176]}",SUPERVISORIAL DISTRICT 2,2.0,TWO,Pacific Heights,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,B,,2010
562,Birth of the Dragon,2016,hyde at union,hyde at union,1 union st,74540.0,4540.0,453646.0,1 union st,1.0,union,st,94111.0,12832000.0,-122.40071984,37.80123672,"{'type': 'Point', 'coordinates': [-122.400719835, 37.801236724]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2010
563,Godzilla,2014,bush & kearny,bush & kearny,1 kearny st,74290.0,4290.0,477859.0,1 kearny st,1.0,kearny,st,94108.0,7746000.0,-122.40385273,37.78770728,"{'type': 'Point', 'coordinates': [-122.403852732, 37.787707281]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2010
564,Copycat,1995,alta plaza park,alta plaza park,131 a park st,24453.0,4453.0,483105.0,131 a park st,131.0,park,st,94110.0,10262000.0,-122.42279094,37.7369627,"{'type': 'Point', 'coordinates': [-122.422790942, 37.736962702]}",SUPERVISORIAL DISTRICT 9,9.0,NINE,Bernal Heights,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,1990
565,Mona Lisa Smile,2003,Empty,Empty,Empty,,,,,,,,,,,,,,,,nan,,,,,2000
566,Milk,2008,lower haight street,lower haight street,1 haight st,74244.0,4244.0,503968.0,1 haight st,1.0,haight,st,94102.0,6603000.0,-122.42244717,37.77295563,"{'type': 'Point', 'coordinates': [-122.422447164, 37.772955628]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,Hayes Valley,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,,,2000
567,Experiment in Terror,1962,roaring twenties nightclub (555 broadway at columbus),roaring twenties nightclub (555 broadway at columbus),555 columbus ave,177917.0,2917.0,448048.0,555 columbus ave,555.0,columbus,ave,94133.0,4295000.0,-122.4099059,37.79992144,"{'type': 'Point', 'coordinates': [-122.409905895, 37.79992144]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Chinatown,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,1960
568,Sudden Impact,1983,"near point lobos, el camino del mar","near point lobos, el camino del mar",100 el camino del mar,677.0,677.0,300168.0,100 el camino del mar,100.0,el camino del mar,,94121.0,5120000.0,-122.48423111,37.78786164,"{'type': 'Point', 'coordinates': [-122.484231114, 37.787861639]}",SUPERVISORIAL DISTRICT 1,1.0,ONE,Seacliff,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,1980
569,Looking,2014,valencia st. from 16th to 17th,valencia st. from 16th to 17th,1017 valencia st,1327.0,1327.0,438792.0,1017 valencia st,1017.0,valencia,st,94110.0,13069000.0,-122.42079796,37.75667552,"{'type': 'Point', 'coordinates': [-122.420797957, 37.756675516]}",SUPERVISORIAL DISTRICT 9,9.0,NINE,Mission,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2010
570,The Last Thing He Told Me,2023,"168 2nd street, blue bottle coffee","168 2nd street, blue bottle coffee",Empty,,,,,,,,,,,,,,,,nan,,,,,2020
571,Americana,2015,treasure island,treasure island,39 treasure island rd,149268.0,4268.0,505515.0,39 treasure island rd,39.0,treasure island,rd,94130.0,14305000.0,-122.37092258,37.81721955,"{'type': 'Point', 'coordinates': [-122.370922579, 37.817219555]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,Treasure Island,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,,,2010
572,Chance- Season 1 ep102,2016,"sutter stockton garage, 444 stockton","sutter stockton garage, 444 stockton",444 stockton st,159680.0,4680.0,453522.0,444 stockton st,444.0,stockton,st,94108.0,12200000.0,-122.40691216,37.78992079,"{'type': 'Point', 'coordinates': [-122.406912154, 37.789920793]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2010
573,The Other Sister,1999,palace of fine arts (3301 lyon street),palace of fine arts (3301 lyon street),3301 lyon st,131399.0,1399.0,454272.0,3301 lyon st,3301.0,lyon,st,94123.0,8584000.0,-122.44829559,37.80188372,"{'type': 'Point', 'coordinates': [-122.448295586, 37.801883717]}",SUPERVISORIAL DISTRICT 2,2.0,TWO,Marina,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,1990
574,Shit and Champagne,2020,don ramon's restaurant - 225 11th st,don ramon's restaurant - 225 11th st,225 11th st,88695.0,3695.0,448756.0,225 11th st,225.0,11th,st,94103.0,512000.0,-122.41495196,37.77293755,"{'type': 'Point', 'coordinates': [-122.414951963, 37.772937555]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,South of Market,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2020
575,San Andreas,2015,bay st. at polk,bay st. at polk,1718 a polk st,57334.0,2334.0,450967.0,1718 a polk st,1718.0,polk,st,94109.0,10572000.0,-122.42096994,37.79269337,"{'type': 'Point', 'coordinates': [-122.420969939, 37.792693374]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Russian Hill,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2010
576,Foul Play,1978,"fiesta laundromat (898 s. van ness ave., mission)","fiesta laundromat (898 s. van ness ave., mission)",809 van ness ave,209234.0,4234.0,464301.0,809 van ness ave,809.0,van ness,ave,94109.0,13150101.0,-122.42124905,37.78299125,"{'type': 'Point', 'coordinates': [-122.421249044, 37.782991246]}",SUPERVISORIAL DISTRICT 2,2.0,TWO,Western Addition,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,1970
577,Point Blank,1967,alcatraz island,alcatraz island,Empty,,,,,,,,,,,,,,,,nan,,,,,1960
578,The Rock,1996,city hall,city hall,Empty,,,,,,,,,,,,,,,,nan,,,,,1990
579,Chance- Season 1 ep102,2016,"duboce st., duboce café","duboce st., duboce café",141 a duboce ave,33580.0,3580.0,432424.0,141 a duboce ave,141.0,duboce,ave,94103.0,4981000.0,-122.42324328,37.76958088,"{'type': 'Point', 'coordinates': [-122.423243279, 37.769580881]}",SUPERVISORIAL DISTRICT 9,9.0,NINE,Mission,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,A,,2010
580,Dawn of the Planet of the Apes,2014,california & powell,california & powell,1 california st,74109.0,4109.0,280800.0,1 california st,1.0,california,st,94111.0,3524000.0,-122.39704304,37.79321375,"{'type': 'Point', 'coordinates': [-122.397043036, 37.793213746]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Financial District/South Beach,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,2010
581,Woman on the Run,1950,819 mason street at pine,819 mason street at pine,817 a mason st,210144.0,144.0,483463.0,817 a mason st,817.0,mason,st,94108.0,8810000.0,-122.41079874,37.79113225,"{'type': 'Point', 'coordinates': [-122.410798734, 37.791132248]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Nob Hill,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,1950
582,Foul Play,1978,montgomery & pine streets (financial district),montgomery & pine streets (financial district),845 a montgomery st,213033.0,3033.0,473820.0,845 a montgomery st,845.0,montgomery,st,94133.0,9308000.0,-122.40390055,37.79691392,"{'type': 'Point', 'coordinates': [-122.403900552, 37.796913923]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Chinatown,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,1970
583,The Dead Pool,1988,"san francisco national military cemetery (lincoln blvd., the presidio, golden gate national recreation center)","san francisco national military cemetery (lincoln blvd., the presidio, golden gate national recreation center)",1521 a golden gate ave,42684.0,2684.0,472327.0,1521 a golden gate ave,1521.0,golden gate,ave,94115.0,6273000.0,-122.43627646,37.77885411,"{'type': 'Point', 'coordinates': [-122.436276464, 37.778854112]}",SUPERVISORIAL DISTRICT 5,5.0,FIVE,Western Addition,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,1980
584,The Towering Inferno,1974,2898 vallejo street,2898 vallejo street,2898 vallejo st,118211.0,3211.0,291399.0,2898 vallejo st,2898.0,vallejo,st,94123.0,13122000.0,-122.44487778,37.79423136,"{'type': 'Point', 'coordinates': [-122.444877777, 37.794231361]}",SUPERVISORIAL DISTRICT 2,2.0,TWO,Pacific Heights,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,1970
585,Steve Jobs,2015,davies symphony hall (201 van ness ave.),davies symphony hall (201 van ness ave.),2517 a van ness ave,102866.0,2866.0,504199.0,2517 a van ness ave,2517.0,van ness,ave,94123.0,13167101.0,-122.42446254,37.79879543,"{'type': 'Point', 'coordinates': [-122.424462535, 37.798795432]}",SUPERVISORIAL DISTRICT 2,2.0,TWO,Marina,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,A,,2010
586,DEVS,2020,dolores park - dolores at 20th st,dolores park - dolores at 20th st,820 a dolores st,210589.0,589.0,363063.0,820 a dolores st,820.0,dolores,st,94110.0,4875201.0,-122.42599711,37.75619819,"{'type': 'Point', 'coordinates': [-122.425997104, 37.756198196]}",SUPERVISORIAL DISTRICT 8,8.0,EIGHT,Noe Valley,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,A,,2020
587,High Crimes,2002,bank of america building (555 california street),bank of america building (555 california street),1559 a california st,45796.0,796.0,455712.0,1559 a california st,1559.0,california,st,94109.0,3548000.0,-122.41992456,37.79036382,"{'type': 'Point', 'coordinates': [-122.419924554, 37.790363817]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Nob Hill,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2000
588,Sense8,2015,palace of fine arts: 3306 lyon st.,palace of fine arts: 3306 lyon st.,636 a lyon st,189008.0,4008.0,504272.0,636 a lyon st,636.0,lyon,st,94117.0,8559000.0,-122.44295741,37.77680146,"{'type': 'Point', 'coordinates': [-122.442957405, 37.776801466]}",SUPERVISORIAL DISTRICT 2,2.0,TWO,Lone Mountain/USF,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,A,,2010
589,Copycat,1995,twin peaks,twin peaks,1 twin peaks blvd,74538.0,4538.0,343667.0,1 twin peaks blvd,1.0,twin peaks,blvd,94114.0,12759000.0,-122.44655974,37.76053119,"{'type': 'Point', 'coordinates': [-122.446559743, 37.76053119]}",SUPERVISORIAL DISTRICT 8,8.0,EIGHT,Inner Sunset,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,1990
590,D.O.A,1950,mark hopkins intercontinental hotel (1 nob hill circle),mark hopkins intercontinental hotel (1 nob hill circle),11 hopkins ave,13486.0,3486.0,346600.0,11 hopkins ave,11.0,hopkins,ave,94131.0,7023000.0,-122.4441204,37.75272764,"{'type': 'Point', 'coordinates': [-122.444120403, 37.752727643]}",SUPERVISORIAL DISTRICT 8,8.0,EIGHT,Twin Peaks,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,,1950
591,Venom: Let There Be Carnage,2021,6th street and jessie street,6th street and jessie street,471 a jessie st,164759.0,4759.0,483178.0,471 a jessie st,471.0,jessie,st,94103.0,7522000.0,-122.40828623,37.78193844,"{'type': 'Point', 'coordinates': [-122.408286227, 37.781938438]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,South of Market,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,,2020
592,Looking,2014,muddy waters coffee house,muddy waters coffee house,4 water st,168514.0,3514.0,502445.0,4 water st,4.0,water,st,94133.0,13454000.0,-122.41364375,37.80448339,"{'type': 'Point', 'coordinates': [-122.413643748, 37.804483388]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,North Beach,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,,,2010
593,George of the Jungle,1997,bay bridge,bay bridge,55 ridge ln,178785.0,3785.0,413406.0,55 ridge ln,55.0,ridge,ln,94112.0,11020000.0,-122.44953724,37.71795646,"{'type': 'Point', 'coordinates': [-122.449537243, 37.717956463]}",SUPERVISORIAL DISTRICT 11,11.0,ELEVEN,Oceanview/Merced/Ingleside,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,,1990
594,GirlBoss,2017,"the castro theater, 429 castro st.","the castro theater, 429 castro st.",542 a castro st,175846.0,846.0,493231.0,542 a castro st,542.0,castro,st,94114.0,3791000.0,-122.43544261,37.76019656,"{'type': 'Point', 'coordinates': [-122.435442605, 37.760196559]}",SUPERVISORIAL DISTRICT 8,8.0,EIGHT,Castro/Upper Market,2025-01-19T03:39:00.000,2025-01-19T10:04:00.630,A,,2010
595,The Presidio,1988,200 block of sansome street (financial district),200 block of sansome street (financial district),200 sansome st,75173.0,173.0,446869.0,200 sansome st,200.0,sansome,st,94104.0,11544000.0,-122.4007069,37.79229561,"{'type': 'Point', 'coordinates': [-122.400706898, 37.792295613]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,1980
596,Looking,2014,golden gate bridge,golden gate bridge,35 golden gate ave,139814.0,4814.0,504218.0,35 golden gate ave,35.0,golden gate,ave,94102.0,6259000.0,-122.41125013,37.78205104,"{'type': 'Point', 'coordinates': [-122.411250124, 37.782051037]}",SUPERVISORIAL DISTRICT 5,5.0,FIVE,Tenderloin,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,,,2010
597,The Matrix Resurrections,2021,44 montogomery,44 montogomery,Empty,,,,,,,,,,,,,,,,nan,,,,,2020
598,Blue Jasmine,2013,2934 24th st.,2934 24th st.,2934 24th st,119684.0,4684.0,370125.0,2934 24th st,2934.0,24th,st,94110.0,1334000.0,-122.41062246,37.7529368,"{'type': 'Point', 'coordinates': [-122.410622461, 37.752936798]}",SUPERVISORIAL DISTRICT 9,9.0,NINE,Mission,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,,2010
599,Ant-Man,2015,601 buena vista ave west at java st.,601 buena vista ave west at java st.,601 buena vista ave west,184194.0,4194.0,341793.0,601 buena vista ave west,601.0,buena vista,ave,94117.0,3368000.0,-122.44392394,37.76693472,"{'type': 'Point', 'coordinates': [-122.443923939, 37.766934719]}",SUPERVISORIAL DISTRICT 8,8.0,EIGHT,Haight Ashbury,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,2010
600,Bitter Melon,2018,33 dearborn st,33 dearborn st,33 dearborn st,134326.0,4326.0,438950.0,33 dearborn st,33.0,dearborn,st,94110.0,4663000.0,-122.42277429,37.76269942,"{'type': 'Point', 'coordinates': [-122.422774287, 37.762699416]}",SUPERVISORIAL DISTRICT 9,9.0,NINE,Mission,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2010
601,Greed,1924,bush and sutter streets,bush and sutter streets,2130 b sutter st,81820.0,1820.0,428766.0,2130 b sutter st,2130.0,sutter,st,94115.0,12340000.0,-122.43549089,37.7859659,"{'type': 'Point', 'coordinates': [-122.435490885, 37.785965898]}",SUPERVISORIAL DISTRICT 2,2.0,TWO,Pacific Heights,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,B,,1920
602,Age of Adaline,2015,montgomery/green,montgomery/green,1 montgomery st,74375.0,4375.0,281209.0,1 montgomery st,1.0,montgomery,st,94104.0,9297000.0,-122.4024186,37.78924955,"{'type': 'Point', 'coordinates': [-122.402418596, 37.789249549]}",SUPERVISORIAL DISTRICT 3,3.0,THREE,Financial District/South Beach,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,,2010
603,Golden Gate,1994,golden gate bridge,golden gate bridge,35 golden gate ave,139814.0,4814.0,504218.0,35 golden gate ave,35.0,golden gate,ave,94102.0,6259000.0,-122.41125013,37.78205104,"{'type': 'Point', 'coordinates': [-122.411250124, 37.782051037]}",SUPERVISORIAL DISTRICT 5,5.0,FIVE,Tenderloin,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,,,1990
604,DEVS,2020,corona heights - 16th at flint st,corona heights - 16th at flint st,15 a corona st,48455.0,3455.0,504092.0,15 a corona st,15.0,corona,st,94127.0,4410000.0,-122.4678147,37.72210201,"{'type': 'Point', 'coordinates': [-122.467814702, 37.722102014]}",SUPERVISORIAL DISTRICT 7,7.0,SEVEN,West of Twin Peaks,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,A,,2020
605,Godzilla,2014,embarcadero & washington,embarcadero & washington,0 the embarcadero,21.0,21.0,481023.0,0 the embarcadero,0.0,embarcadero,,94105.0,12549201.0,-122.38636372,37.78812404,"{'type': 'Point', 'coordinates': [-122.386363719, 37.78812404]}",SUPERVISORIAL DISTRICT 6,6.0,SIX,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,,2010
