,title,release_year,locations,Input Name,Best Guess,index,eas_baseid,address,address_number,street_name,street_type,zip_code,cnn,longitude,latitude,point,supdist,supdistpad,numbertext,nhood,data_as_of,data_loaded_at,address_number_suffix,complete_landmark_name
652,The Lineup,1958,pier 41,pier 41,Empty,,,,,,,,,,,,,,,,,,,
653,Pushing Dead,2016,turk street between steiner and scott streets,turk street between steiner and scott streets,309 b steiner st,4665.0,465288,309 b steiner st,309,steiner,st,94117,12121000,-122.4325302,37.77228298,"{'type': 'Point', 'coordinates': [-122.4325302, 37.772282978]}",SUPERVISORIAL DISTRICT 5,05,FIVE,Haight Ashbury,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,B,
654,Chance- Season 1 ep103,2016,60 leavenworth st.,60 leavenworth st.,60 leavenworth st,158.0,282024,60 leavenworth st,60,leavenworth,st,94102,8238000,-122.41357486,37.78115917,"{'type': 'Point', 'coordinates': [-122.413574856, 37.781159173]}",SUPERVISORIAL DISTRICT 5,05,FIVE,Tenderloin,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
655,Shit and Champagne,2020,montgomery at green st,montgomery at green st,845 e montgomery st,3062.0,477295,845 e montgomery st,845,montgomery,st,94133,9308000,-122.40390055,37.79691392,"{'type': 'Point', 'coordinates': [-122.403900552, 37.796913923]}",SUPERVISORIAL DISTRICT 3,03,THREE,Chinatown,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,E,
656,"Looking ""Special""",2016,castro street between 17th & 18th,castro street between 17th & 18th,1718 castro st,2340.0,496918,1718 castro st,1718,castro,st,94131,3805000,-122.43388301,37.74782053,"{'type': 'Point', 'coordinates': [-122.433883007, 37.747820532]}",SUPERVISORIAL DISTRICT 8,08,EIGHT,Noe Valley,2025-01-19T03:39:00.000,2025-01-19T10:04:00.630,,
657,The Last Black Man in San Francisco,2019,mission btwn 16th and cesar chavez,mission btwn 16th and cesar chavez,3179 a cesar chavez st,2374.0,504257,3179 a cesar chavez st,3179,cesar chavez,st,94110,2485101,-122.41312797,37.74810451,"{'type': 'Point', 'coordinates': [-122.413127968, 37.748104509]}",SUPERVISORIAL DISTRICT 9,09,NINE,Bernal Heights,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,A,
658,San Andreas,2015,grant between bush and market,grant between bush and market,545 b grant ave,1242.0,458580,545 b grant ave,545,grant,ave,94108,6391000,-122.40616675,37.79201528,"{'type': 'Point', 'coordinates': [-122.406166751, 37.792015281]}",SUPERVISORIAL DISTRICT 3,03,THREE,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,B,
659,Chance- Season 1 ep110,2016,18 urbano,18 urbano,18 urbano dr,3838.0,408440,18 urbano dr,18,urbano,dr,94127,13021000,-122.46303541,37.7246886,"{'type': 'Point', 'coordinates': [-122.463035409, 37.724688596]}",SUPERVISORIAL DISTRICT 7,07,SEVEN,West of Twin Peaks,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,
660,Venom,2018,larkin st btwn post and geary,larkin st btwn post and geary,528 a larkin st,3282.0,470118,528 a larkin st,528,larkin,st,94102,8125000,-122.41706414,37.78280825,"{'type': 'Point', 'coordinates': [-122.417064138, 37.782808251]}",SUPERVISORIAL DISTRICT 5,05,FIVE,Tenderloin,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,
661,Chance- Season 1 ep102,2016,"warren's antiques, 375 9th st.","warren's antiques, 375 9th st.",35 warren dr,68.0,343989,35 warren dr,35,warren,dr,94131,13396000,-122.45635389,37.75458435,"{'type': 'Point', 'coordinates': [-122.456353886, 37.754584353]}",SUPERVISORIAL DISTRICT 7,07,SEVEN,Inner Sunset,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
662,Edtv,1999,19 green street (north beach),19 green street (north beach),1139 b green st,4596.0,278153,1139 b green st,1139,green,st,94109,6463000,-122.41785933,37.79799132,"{'type': 'Point', 'coordinates': [-122.417859333, 37.797991323]}",SUPERVISORIAL DISTRICT 3,03,THREE,Russian Hill,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,B,
663,Dirty Harry,1971,hall of justice (850 bryant street),hall of justice (850 bryant street),850 bryant st,3609.0,454064,850 bryant st,850,bryant,st,94103,3291000,-122.40378562,37.77528291,"{'type': 'Point', 'coordinates': [-122.403785618, 37.775282906]}",SUPERVISORIAL DISTRICT 6,06,SIX,South of Market,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,Thomas J. Cahill Hall of Justice
664,Dark Passage,1947,golden gate bridge,golden gate bridge,35 golden gate ave,4814.0,504218,35 golden gate ave,35,golden gate,ave,94102,6259000,-122.41125013,37.78205104,"{'type': 'Point', 'coordinates': [-122.411250124, 37.782051037]}",SUPERVISORIAL DISTRICT 5,05,FIVE,Tenderloin,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,,
665,Bullitt,1968,1153-57 taylor street,1153-57 taylor street,1135 taylor st,4454.0,430356,1135 taylor st,1135,taylor,st,94108,12443000,-122.41301704,37.79308964,"{'type': 'Point', 'coordinates': [-122.413017035, 37.793089643]}",SUPERVISORIAL DISTRICT 3,03,THREE,Nob Hill,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,
666,"Murder in the First, Season 1",2014,pier 45,pier 45,Empty,,,,,,,,,,,,,,,,,,,
667,The Conversation,1974,alamo square (hayes valley),alamo square (hayes valley),30 a valley st,4803.0,503565,30 a valley st,30,valley,st,94110,13125000,-122.42301293,37.7449671,"{'type': 'Point', 'coordinates': [-122.423012928, 37.744967103]}",SUPERVISORIAL DISTRICT 8,08,EIGHT,Noe Valley,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,A,
668,What's Up Doc?,1972,chinatown,chinatown,1 ina ct,4271.0,388980,1 ina ct,1,ina,ct,94112,7182000,-122.42432421,37.72377167,"{'type': 'Point', 'coordinates': [-122.424324209, 37.72377167]}",SUPERVISORIAL DISTRICT 11,11,ELEVEN,Excelsior,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,
669,Chance Season 2,2017,haight between central and ashbury st,haight between central and ashbury st,721 b ashbury st,4271.0,491897,721 b ashbury st,721,ashbury,st,94117,2514000,-122.44707822,37.76853401,"{'type': 'Point', 'coordinates': [-122.447078223, 37.768534008]}",SUPERVISORIAL DISTRICT 5,05,FIVE,Haight Ashbury,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,B,
670,Shang-Chi and the Legend of the Ten Rings,2021,clement between 7th and 9th avenue,clement between 7th and 9th avenue,724 a clement st,4595.0,425881,724 a clement st,724,clement,st,94118,4157000,-122.46702235,37.78308686,"{'type': 'Point', 'coordinates': [-122.467022353, 37.783086861]}",SUPERVISORIAL DISTRICT 1,01,ONE,Inner Richmond,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,A,
671,So I Married an Axe Murderer,1993,swedenborgian church (2107 lyon street),swedenborgian church (2107 lyon street),210 church st,438.0,358858,210 church st,210,church,st,94114,4010000,-122.42913661,37.76695996,"{'type': 'Point', 'coordinates': [-122.429136613, 37.766959956]}",SUPERVISORIAL DISTRICT 8,08,EIGHT,Castro/Upper Market,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,
672,Never Die Twice,2001,"postcard row (alamo square, hayes valley)","postcard row (alamo square, hayes valley)",30 a valley st,4803.0,503565,30 a valley st,30,valley,st,94110,13125000,-122.42301293,37.7449671,"{'type': 'Point', 'coordinates': [-122.423012928, 37.744967103]}",SUPERVISORIAL DISTRICT 8,08,EIGHT,Noe Valley,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,A,
673,"Looking ""Special""",2016,point lobos avenue,point lobos avenue,2 point lobos ave,1691.0,305277,2 point lobos ave,2,point lobos,ave,94121,10536000,-122.50324321,37.7798566,"{'type': 'Point', 'coordinates': [-122.50324321, 37.779856606]}",SUPERVISORIAL DISTRICT 1,01,ONE,Outer Richmond,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
674,Bullitt,1968,brocklebank apartments (1000 mason street),brocklebank apartments (1000 mason street),1000 mason st,101.0,280264,1000 mason st,1000,mason,st,94108,8813000,-122.41047027,37.79308723,"{'type': 'Point', 'coordinates': [-122.410470272, 37.793087231]}",SUPERVISORIAL DISTRICT 3,03,THREE,Nob Hill,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
675,Need For Speed,2014,embarcadero from broadway to folsom,embarcadero from broadway to folsom,0 the embarcadero,21.0,481023,0 the embarcadero,0,embarcadero,,94105,12549201,-122.38636372,37.78812404,"{'type': 'Point', 'coordinates': [-122.386363719, 37.78812404]}",SUPERVISORIAL DISTRICT 6,06,SIX,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
676,Venom,2018,o'farrell between leavenworth and jones,o'farrell between leavenworth and jones,849 a leavenworth st,3349.0,458690,849 a leavenworth st,849,leavenworth,st,94109,8246000,-122.41558123,37.78909538,"{'type': 'Point', 'coordinates': [-122.415581229, 37.789095382]}",SUPERVISORIAL DISTRICT 3,03,THREE,Nob Hill,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,
677,Americana,2015,3232 jackson ave.,3232 jackson ave.,3232 jackson st,4267.0,291705,3232 jackson st,3232,jackson,st,94118,7412000,-122.44879704,37.79093128,"{'type': 'Point', 'coordinates': [-122.448797038, 37.790931278]}",SUPERVISORIAL DISTRICT 2,02,TWO,Presidio Heights,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
678,GirlBoss,2017,filbert and kearny steps,filbert and kearny steps,1135 b kearny st,4400.0,421482,1135 b kearny st,1135,kearny,st,94133,7766000,-122.40575832,37.79850673,"{'type': 'Point', 'coordinates': [-122.40575832, 37.798506735]}",SUPERVISORIAL DISTRICT 3,03,THREE,North Beach,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,B,
679,Basic Instinct,1992,raw hide ii (280 seventh street),raw hide ii (280 seventh street),Empty,,,,,,,,,,,,,,,,,,,
680,Looking,2014,222 mason st.,222 mason st.,222 mason st,2306.0,281726,222 mason st,222,mason,st,94102,8801000,-122.40943002,37.78568395,"{'type': 'Point', 'coordinates': [-122.409430018, 37.785683956]}",SUPERVISORIAL DISTRICT 5,05,FIVE,Tenderloin,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
681,A Taiwanese Tale of Two Cities,2018,civic center plaza,civic center plaza,2 plaza st,1690.0,347719,2 plaza st,2,plaza,st,94116,10508000,-122.46000162,37.749017,"{'type': 'Point', 'coordinates': [-122.460001623, 37.749016998]}",SUPERVISORIAL DISTRICT 7,07,SEVEN,West of Twin Peaks,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,
682,Jagged Edge,1985,city hall,city hall,Empty,,,,,,,,,,,,,,,,,,,
683,The Lady from Shanghai,1947,golden gate park,golden gate park,35 golden gate ave,4814.0,504218,35 golden gate ave,35,golden gate,ave,94102,6259000,-122.41125013,37.78205104,"{'type': 'Point', 'coordinates': [-122.411250124, 37.782051037]}",SUPERVISORIAL DISTRICT 5,05,FIVE,Tenderloin,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,,
684,Americana,2015,jackson st. at spruce,jackson st. at spruce,610 r jackson st,454.0,421530,610 r jackson st,610,jackson,st,94133,7369000,-122.40552233,37.79645262,"{'type': 'Point', 'coordinates': [-122.405522328, 37.796452618]}",SUPERVISORIAL DISTRICT 3,03,THREE,Chinatown,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,R,
685,Blue Jasmine,2013,1138 alabama st,1138 alabama st,1138 alabama st,4548.0,458945,1138 alabama st,1138,alabama,st,94110,2117000,-122.4113325,37.75364583,"{'type': 'Point', 'coordinates': [-122.4113325, 37.753645828]}",SUPERVISORIAL DISTRICT 9,09,NINE,Mission,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
686,When We Rise,2017,buena vista park,buena vista park,5 buena vista ter,3718.0,480053,5 buena vista ter,5,buena vista,ter,94117,3359000,-122.43807677,37.76888619,"{'type': 'Point', 'coordinates': [-122.438076769, 37.768886187]}",SUPERVISORIAL DISTRICT 8,08,EIGHT,Castro/Upper Market,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
687,Godzilla,2014,mission & beal,mission & beal,1 mission st,4368.0,364873,1 mission st,1,mission,st,94105,9082000,-122.39288345,37.79322825,"{'type': 'Point', 'coordinates': [-122.39288345, 37.79322825]}",SUPERVISORIAL DISTRICT 6,06,SIX,Financial District/South Beach,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,
688,The Lineup,1958,the embarcadero,the embarcadero,0 the embarcadero,21.0,481023,0 the embarcadero,0,embarcadero,,94105,12549201,-122.38636372,37.78812404,"{'type': 'Point', 'coordinates': [-122.386363719, 37.78812404]}",SUPERVISORIAL DISTRICT 6,06,SIX,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
689,Beautiful Boy,2018,divisadero between broadway and greenwich,divisadero between broadway and greenwich,70 a divisadero st,2448.0,477392,70 a divisadero st,70,divisadero,st,94117,4796000,-122.43633464,37.76842098,"{'type': 'Point', 'coordinates': [-122.436334637, 37.768420985]}",SUPERVISORIAL DISTRICT 8,08,EIGHT,Castro/Upper Market,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,
690,The Conversation,1974,alcoa building (1 maritime plaza),alcoa building (1 maritime plaza),2 plaza st,1690.0,347719,2 plaza st,2,plaza,st,94116,10508000,-122.46000162,37.749017,"{'type': 'Point', 'coordinates': [-122.460001623, 37.749016998]}",SUPERVISORIAL DISTRICT 7,07,SEVEN,West of Twin Peaks,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,
691,The Master,2012,pier 7/ embarcadero,pier 7/ embarcadero,0 the embarcadero,21.0,481023,0 the embarcadero,0,embarcadero,,94105,12549201,-122.38636372,37.78812404,"{'type': 'Point', 'coordinates': [-122.386363719, 37.78812404]}",SUPERVISORIAL DISTRICT 6,06,SIX,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
692,Red Widow,2013,broadway & taylor,broadway & taylor,107 taylor rd,551.0,486990,107 taylor rd,107,taylor,rd,94129,19738000,-122.45897443,37.80174664,"{'type': 'Point', 'coordinates': [-122.458974427, 37.801746638]}",SUPERVISORIAL DISTRICT 2,02,TWO,Presidio,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
693,Fearless,1993,"san francisco general hospital medical center (1001 potrero avenue, potrero hill)","san francisco general hospital medical center (1001 potrero avenue, potrero hill)",1076 a francisco st,271.0,464763,1076 a francisco st,1076,francisco,st,94109,5769003,-122.42284727,37.80378149,"{'type': 'Point', 'coordinates': [-122.422847265, 37.803781492]}",SUPERVISORIAL DISTRICT 2,02,TWO,Russian Hill,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,
694,The Diary of a Teenage Girl,2015,victoria theatre,victoria theatre,1 victoria st,4555.0,416872,1 victoria st,1,victoria,st,94132,13280000,-122.46549228,37.71078754,"{'type': 'Point', 'coordinates': [-122.465492277, 37.710787539]}",SUPERVISORIAL DISTRICT 7,07,SEVEN,Oceanview/Merced/Ingleside,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,
695,"Looking ""Special""",2016,san francisco city hall,san francisco city hall,2 francisco st,1505.0,275975,2 francisco st,2,francisco,st,94111,5754000,-122.40511883,37.80597054,"{'type': 'Point', 'coordinates': [-122.40511883, 37.805970537]}",SUPERVISORIAL DISTRICT 3,03,THREE,North Beach,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
696,The Lineup,1958,"mark hopkins intercontinental hotel (1 nob hill circle, nob hill)","mark hopkins intercontinental hotel (1 nob hill circle, nob hill)",11 hopkins ave,3486.0,346600,11 hopkins ave,11,hopkins,ave,94131,7023000,-122.4441204,37.75272764,"{'type': 'Point', 'coordinates': [-122.444120403, 37.752727643]}",SUPERVISORIAL DISTRICT 8,08,EIGHT,Twin Peaks,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,
697,Maxie,1985,grace cathedral episcopal church (1100 california street),grace cathedral episcopal church (1100 california street),1100 california st,1858.0,458811,1100 california st,1100,california,st,94108,3543000,-122.41338323,37.79200776,"{'type': 'Point', 'coordinates': [-122.413383231, 37.792007757]}",SUPERVISORIAL DISTRICT 3,03,THREE,Nob Hill,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
698,The Rock,1996,palace of fine arts (3301 lyon street),palace of fine arts (3301 lyon street),3301 lyon st,1399.0,454272,3301 lyon st,3301,lyon,st,94123,8584000,-122.44829559,37.80188372,"{'type': 'Point', 'coordinates': [-122.448295586, 37.801883717]}",SUPERVISORIAL DISTRICT 2,02,TWO,Marina,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
699,Women is Losers,2020,1080 capp st,1080 capp st,1080 capp st,579.0,401280,1080 capp st,1080,capp,st,94110,3682000,-122.41732111,37.74950488,"{'type': 'Point', 'coordinates': [-122.417321113, 37.749504885]}",SUPERVISORIAL DISTRICT 9,09,NINE,Mission,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,
700,A Taiwanese Tale of Two Cities,2018,738 washington st,738 washington st,738 washington st,1546.0,476833,738 washington st,738,washington,st,94108,13411000,-122.4057807,37.79548406,"{'type': 'Point', 'coordinates': [-122.405780694, 37.79548406]}",SUPERVISORIAL DISTRICT 3,03,THREE,Chinatown,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
701,Terminator - Genisys,2015,embarcadero between pier 2 and harrison,embarcadero between pier 2 and harrison,26 the embarcadero,1458.0,364871,26 the embarcadero,26,embarcadero,,94105,12553103,-122.39385371,37.79419169,"{'type': 'Point', 'coordinates': [-122.393853705, 37.794191691]}",SUPERVISORIAL DISTRICT 3,03,THREE,Financial District/South Beach,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,
702,Blue Jasmine,2013,2178 palou ave.,2178 palou ave.,2178 palou ave,4193.0,485358,2178 palou ave,2178,palou,ave,94124,10231000,-122.40172835,37.74073247,"{'type': 'Point', 'coordinates': [-122.401728346, 37.740732468]}",SUPERVISORIAL DISTRICT 10,10,TEN,Bayview Hunters Point,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
703,Tales of the City,2019,dolores park,dolores park,1 dolores ter,4180.0,360489,1 dolores ter,1,dolores,ter,94110,4891000,-122.42468665,37.76268148,"{'type': 'Point', 'coordinates': [-122.42468665, 37.762681479]}",SUPERVISORIAL DISTRICT 8,08,EIGHT,Mission,2025-01-19T03:37:00.000,2025-01-19T10:04:00.630,,
704,Ballers Season 3,2017,embarcadero around rincon park,embarcadero around rincon park,0 the embarcadero,21.0,481023,0 the embarcadero,0,embarcadero,,94105,12549201,-122.38636372,37.78812404,"{'type': 'Point', 'coordinates': [-122.386363719, 37.78812404]}",SUPERVISORIAL DISTRICT 6,06,SIX,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
705,High Crimes,2002,union square,union square,1 union st,4540.0,453646,1 union st,1,union,st,94111,12832000,-122.40071984,37.80123672,"{'type': 'Point', 'coordinates': [-122.400719835, 37.801236724]}",SUPERVISORIAL DISTRICT 3,03,THREE,Financial District/South Beach,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
706,A Taiwanese Tale of Two Cities,2018,steiner st at fulton st,steiner st at fulton st,2 steiner st,1772.0,290087,2 steiner st,2,steiner,st,94117,12116000,-122.43133457,37.76952931,"{'type': 'Point', 'coordinates': [-122.431334568, 37.769529308]}",SUPERVISORIAL DISTRICT 8,08,EIGHT,Hayes Valley,2025-01-19T03:36:00.000,2025-01-19T10:04:00.630,,
707,Bicentennial Man,1999,golden gate bridge,golden gate bridge,35 golden gate ave,4814.0,504218,35 golden gate ave,35,golden gate,ave,94102,6259000,-122.41125013,37.78205104,"{'type': 'Point', 'coordinates': [-122.411250124, 37.782051037]}",SUPERVISORIAL DISTRICT 5,05,FIVE,Tenderloin,2025-01-19T03:40:00.000,2025-01-19T10:04:00.630,,
708,Looking Season 2 ep 204,2015,"daniel's pharmacy, 943 geneva ave.","daniel's pharmacy, 943 geneva ave.",943 geneva ave,561.0,452733,943 geneva ave,943,geneva,ave,94112,6138101,-122.44029302,37.71637914,"{'type': 'Point', 'coordinates': [-122.440293023, 37.716379141]}",SUPERVISORIAL DISTRICT 11,11,ELEVEN,Excelsior,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,,
709,Shit and Champagne,2020,17th and capp st,17th and capp st,170 a capp st,1611.0,476898,170 a capp st,170,capp,st,94110,3673000,-122.41888134,37.76403851,"{'type': 'Point', 'coordinates': [-122.418881343, 37.76403851]}",SUPERVISORIAL DISTRICT 9,09,NINE,Mission,2025-01-19T03:38:00.000,2025-01-19T10:04:00.630,A,
